상호명,지점명,상권업종대분류명,대분류코드명,상권업종중분류명,중분류코드명,상권업종소분류명,시도코드,시도명,시군구코드,시군구명,행정동명,법정동명,도로명주소,전화번호,영업시간,위도,경도,일층,경사로,입구턱,입구문턱,테이블석,화장실턱,화장실문턱,장애인화장실,엘리베이터,주차장,장애인주차장,테이크아웃
삼성각,,음식점,R,중식,R8,중국집,11,서울특별시,11650,서초구,서초2동,서초동,서울특별시 서초구 서초대로78길 42,02-598-7779,매일 11:00 ~ 21:30,37.49401734,127.0282071,N,N,N,Y,Y,N,N,N,Y,N,N,N
삼차,,음식점,R,고기,R3,돼지고기 구이/찜,11,서울특별시,11650,서초구,방배본동,방배동,서울특별시 서초구 방배중앙로 151,0507-1428-7797,월~토 : 14:00 ~ 01:00 일 : 16:00 ~ 01:00,37.49267473,126.9863832,Y,Y,N,Y,Y,N,N,N,N,N,N,N
상아김밥,이수점,음식점,R,한식,R1,김밥/만두/분식,11,서울특별시,11650,서초구,방배4동,방배동,서울특별시 서초구 서초대로 13,0507-1471-5912,월 - 금 10:00 - 20:10 15:00 - 15:30 브레이크타임 20:05 라스트오더 토 - 일 09:00 - 19:40 15:00 - 16:00 브레이크타임 19:35 라스트오더,37.48589489,126.9838289,Y,N,N,Y,Y,N,N,N,N,N,N,N
샐러디,신논현역점,음식점,R,기타 간이,I210,샐러드,11,서울특별시,11650,서초구,서초4동,서초동,서울특별시 서초구 사평대로56길 7,02-595-6738,월~금 : 08:00 ~ 21:00 토~일 : 09:00 ~ 20:00,37.50319638,127.0235075,Y,N,N,Y,Y,N,N,N,N,N,N,N
샐러디논현역점,,음식점,R,기타 간이,I210,샐러드,11,서울특별시,11650,서초구,잠원동,잠원동,서울특별시 서초구 신반포로 337,0507-1342-7895,매주 일요일 휴무 월~금 : 08:30 ~ 20:30 토 : 10:30 ~ 19:00,37.51107328,127.020408,Y,N,N,Y,Y,N,N,N,N,N,N,N
샤오짠,,음식점,R,중식,R8,중국집,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 반포대로21길 27,02-6949-3125,"매주 토,일요일 휴무 월~금 : 11:30 ~ 22:00",37.48734744,127.0084372,Y,Y,N,Y,Y,N,N,N,N,N,N,N
서래본가,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 사평대로 126,02-3477-9192,11:30 - 22:00,37.49977783,126.9983318,Y,N,N,Y,Y,N,N,N,N,N,N,N
서리풀순대국막창,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,방배4동,방배동,서울특별시 서초구 서초대로 37,,,37.48612464,126.9864491,Y,N,N,Y,Y,N,N,N,N,N,N,N
서울갈매기,논현점,음식점,R,고기,R3,돼지고기 구이/찜,11,서울특별시,11650,서초구,반포1동,반포동,서울특별시 서초구 사평대로55길 133,0507-1356-4887,매일 16:00 ~05:00,37.5096196,127.0200871,Y,N,N,Y,Y,N,N,N,N,N,N,N
서울깍두기,강남고속버스터미널점,음식점,R,한식,R1,국/탕/찌개류,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 신반포로 194,0507-1307-3562,매일 09:00 - 21:00 20:30 라스트오더 ,37.50639988,127.0068028,Y,N,N,Y,Y,N,N,N,N,N,N,N
서울쭈꾸미,,음식점,R,일식/수산물,R5,해산물 구이/찜,11,서울특별시,11650,서초구,잠원동,잠원동,서울특별시 서초구 신반포로47길 33-5,02-516-1134,매주 토요일 휴무 월~금 : 11:00 ~ 22:00 일 : 18:00 ~ 21:00,37.51189854,127.0189149,Y,Y,N,Y,Y,N,N,N,N,N,N,N
서초동장수족발감자탕,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,서초2동,서초동,서울특별시 서초구 서초대로74길 23,0507-1362-2747,월 - 금 11:00 - 02:00 토 - 일 11:00 - 24:00,37.49560292,127.0270782,Y,N,N,Y,Y,N,N,N,N,N,N,N
서초면옥,본점,음식점,R,한식,R1,냉면/밀면,11,서울특별시,11650,서초구,방배본동,방배동,서울특별시 서초구 동광로 97,02-536-1423,매일 10:30 ~ 21:00,37.49393053,126.9930948,Y,Y,N,Y,Y,N,N,N,N,Y,N,N
서초생삼겹감자탕,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,서초1동,서초동,서울특별시 서초구 사임당로 60,02-522-9020,,37.48873013,127.0164701,Y,N,N,Y,Y,N,N,N,N,N,N,N
석관동떡볶이,강남,음식점,R,기타 간이,I210,김밥/만두/분식,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 신반포로 194,,매일 11:00 - 20:00 19:30 라스트오더,37.50635895,127.0068324,N,N,N,Y,Y,N,N,N,N,N,N,N
설빙,뉴코아강남점,음식점,R,기타 간이,I210,아이스크림/빙수,11,서울특별시,11650,서초구,반포3동,잠원동,서울특별시 서초구 잠원로 51,02-530-5641,매일 10:00 ~ 21:30,37.50918907,127.0074351,N,N,N,Y,Y,N,N,N,N,N,N,N
성림돼지,,음식점,R,고기,R3,돼지고기 구이/찜,11,서울특별시,11650,서초구,방배1동,방배동,서울특별시 서초구 서초대로24길 42,02-585-1758,매주 일요일 휴무 월~토 : 11:00 ~ 22:00,37.48555737,126.9938744,Y,N,N,Y,Y,N,N,N,N,Y,N,N
세컨브레스,,음식점,R,양식,R6,디저트,11,서울특별시,11650,서초구,양재1동,양재동,서울특별시 서초구 양재천로 95-2,0507-1350-9840,매일 10:00 - 24:00 23:30 라스트오더 ,37.47609945,127.0397338,Y,Y,Y,N,Y,N,N,N,N,N,N,N
소백관,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,내곡동,신원동,서울특별시 서초구 청룡마을길 1,02-579-5998,매일 09:00 - 21:30 20:40 라스트오더,37.4455437,127.0575512,Y,N,N,Y,Y,N,N,N,N,Y,N,N
소윤화,,음식점,R,중식,R8,중국집,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 남부순환로323길 49,02-585-3555,월 - 토 11:00 - 21:00 정기휴무 (매주 일요일) ,37.48328186,127.0136017,Y,N,N,Y,Y,N,N,N,N,N,N,N
소풍가는날,양재본점,음식점,R,분식,R2,김밥/만두/분식,11,서울특별시,11650,서초구,양재2동,양재동,서울특별시 서초구 매헌로3길 26,0507-1339-1218,"월,화,수,금 : 08:00 ~ 20:00 목 : 08:00 ~ 15:00 토 : 09:00 ~ 14:00 일 : 08:00 ~ 14:00",37.46257466,127.0342209,Y,N,N,Y,Y,N,N,N,N,N,N,N
소호정신관,,음식점,R,한식,R1,국수/칼국수,11,서울특별시,11650,서초구,양재2동,양재동,서울특별시 서초구 논현로13길 1,02-575-0208,매일 11:00 - 21:00,37.47465551,127.047248,N,Y,N,Y,Y,N,N,N,Y,Y,N,N
속초항뱃머리,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 반포대로30길 69,02-3471-5431,매일 11:00 - 22:30 토 12:00 - 21:00 일 정기휴무 (매주 일요일),37.49270496,127.0122904,Y,Y,Y,N,Y,N,N,N,N,Y,N,N
순남시래기서초,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,서초2동,서초동,서울특별시 서초구 강남대로39길 15-10,0507-1409-5044,"매주 토요일 휴무 월,화,수,목,금,일 : 11:00 ~ 21:00",37.48577693,127.0319892,Y,N,N,Y,Y,N,N,N,N,N,N,N
순정한우정육식당,교대점,음식점,R,고기,R3,소고기 구이/찜,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 서초대로50길 93,0507-1358-9518,매일 11:30 ~ 22:00,37.4890602,127.0139102,Y,N,N,Y,Y,N,N,N,N,N,N,N
슈퍼두퍼,강남점,음식점,R,패스트푸드,R7,버거,11,서울특별시,11650,서초구,서초4동,서초동,서울특별시 서초구 강남대로 463,02-336-5576,매일 10:30 ~ 22:30,37.50343829,127.0244318,Y,N,N,Y,Y,N,N,N,N,N,N,N
스모크벙커,,음식점,R,서양식,I204,경양식,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 반포대로28길 42,02-597-2080,매주 일요일 휴무 월~금 : 11:30 ~ 22:00 토 : 12:00 ~ 22:00,37.49098947,127.0107977,Y,N,N,Y,Y,N,N,N,Y,N,N,N
스미레통,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,양재2동,양재동,서울특별시 서초구 동산로13길 20,02-572-1236,월 - 금 11:00 - 21:00 15:00 - 16:00 브레이크타임 20:20 라스트오더 토 11:00 - 16:00 15:20 라스트오더 일 정기휴무 (매주 일요일) ,37.47271655,127.044808,Y,N,N,Y,Y,N,N,N,N,N,N,N
스윗두,,음식점,R,카페,C1,카페,11,서울특별시,11650,서초구,방배2동,방배동,서울특별시 서초구 방배중앙로 19,0507-1335-3464,매주 일요일 휴무 월~금 : 08:00 ~ 20:00 토 : 11:00 ~ 19:00,37.4817873,126.9923872,Y,N,N,Y,Y,N,N,N,N,N,N,N
시그니처랩,반포점,음식점,R,서양식,I204,경양식,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 신반포로 194,0507-1415-1644,월 - 금 09:00 - 20:30 15:00 - 16:30 브레이크타임 19:30 라스트오더 토 - 일 09:00 - 20:30 19:30 라스트오더,37.50648779,127.0068389,Y,N,N,Y,Y,N,N,N,N,N,N,N
시래본가,양재역점,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,양재1동,양재동,서울특별시 서초구 남부순환로 2644,0507-1466-0293,매일 11:00 ~ 21:30,37.48503813,127.0397551,Y,N,N,Y,Y,N,N,N,N,Y,N,N
신가예촌,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,서초2동,서초동,서울특별시 서초구 서운로 11,0507-1321-0986,매일 11:00 ~ 22:00,37.48500496,127.0290814,Y,N,N,Y,Y,N,N,N,N,N,N,N
신세계푸드노브랜드버거고속,,음식점,R,패스트푸드,R7,버거,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 신반포로 194,02-532-4260,월~목 : 08:00 ~ 22:00 금~일 : 08:00 ~ 24:00,37.50647263,127.0067938,Y,N,N,Y,Y,N,N,N,N,N,N,N
신의주찹쌀순대,,음식점,R,한식,R1,국/탕/찌개류,11,서울특별시,11650,서초구,서초1동,서초동,서울특별시 서초구 서초중앙로22길 25,070-4647-3423,"월~금 : 0:00 ~ 23:00 토,일 : 10:00 ~ 21:00",37.49355182,127.0154693,Y,N,N,Y,Y,N,N,N,N,N,N,N
신의주찹쌀순대&숯불갈비,사당역,음식점,R,한식,R1,국/탕/찌개류,11,서울특별시,11650,서초구,방배2동,방배동,서울특별시 서초구 방배천로6길 3-12,0507-1366-0139,매일 09:00 ~ 21:30,37.48000148,126.9827215,N,N,N,N,N,N,N,N,N,N,N,N
심플레서피,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,서초4동,서초동,서울특별시 서초구 서초대로 357,070-4115-1050,화 - 일 09:00 - 17:00 16:40 라스트오더 정기휴무 (매주 월요일),37.49620647,127.0205229,Y,N,N,Y,Y,N,N,N,N,N,N,N
싸다김밥,남부 터미널역점,음식점,R,분식,R2,김밥/만두/분식,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 효령로55길 39,02-525-2030,24시간 영업,37.48657404,127.0139994,Y,N,N,Y,Y,N,N,N,N,N,N,N
싸다김밥,내방역점,음식점,R,기타 간이,I210,김밥/만두/분식,11,서울특별시,11650,서초구,방배1동,방배동,서울특별시 서초구 방배로 141,02-522-8849,월 - 토 09:00 - 21:00 20:40 라스트오더 정기휴무 (매주 일요일),37.48641549,126.9941229,Y,N,Y,N,Y,N,N,N,N,N,N,N
싸다김밥,이수역점,음식점,R,기타 간이,I210,김밥/만두/분식,11,서울특별시,11650,서초구,방배2동,방배동,서울특별시 서초구 동작대로 90,02-584-8849,월 - 토 09:00 - 21:00 15:30 - 16:30 브레이크타임 정기휴무 (매주 일요일),37.48454051,126.9824564,Y,N,N,Y,Y,N,N,N,N,N,N,N
썬앳푸드모던샤브하우스반포센트럴시티점,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 신반포로 176,02-6244-6200,매일 11:30 ~ 22:00,37.50397549,127.0023819,N,N,N,Y,Y,N,N,N,Y,N,N,N
아기다람쥐,,음식점,R,일식/수산물,R5,생선구이/찜,11,서울특별시,11650,서초구,방배4동,방배동,서울특별시 서초구 서초대로 3-4,0507-1328-5685,매일 11:00 ~ 22:00,37.48611446,126.9831259,Y,N,N,Y,Y,N,N,N,N,N,N,N
아비꼬,,음식점,R,일식,I203,일식 카레/돈가스/덮밥,11,서울특별시,11650,서초구,서초1동,서초동,서울특별시 서초구 서초중앙로22길 25,02-523-0914,매일 11:00 ~ 21:00,37.49350635,127.0153566,Y,N,N,Y,Y,N,N,N,N,N,N,N
앨리스프로젝트,,음식점,R,기타 간이,I210,빵/도넛,11,서울특별시,11650,서초구,양재1동,양재동,서울특별시 서초구 양재천로 107-4,0507-1344-0972,월 12:00 - 19:00 화 정기휴무 (매주 화요일) 수 정기휴무 (매주 수요일) 목 12:00 - 19:00 금 12:00 - 22:00 토 12:00 - 22:00 일 12:00 - 19:00,37.47699655,127.0403554,N,N,N,N,N,N,N,N,N,N,N,N
양가식탁,,음식점,R,중식,R8,중국집,11,서울특별시,11650,서초구,서초1동,서초동,서울특별시 서초구 서초중앙로20길 18,02-522-2584,매일 11:00 ~ 21:30,37.49219718,127.0151468,Y,N,N,Y,Y,N,N,N,N,N,N,N
양재아구찜,,음식점,R,일식/수산물,R5,해산물 구이/찜,11,서울특별시,11650,서초구,양재1동,양재동,서울특별시 서초구 남부순환로350길 19-16,0507-1474-1216,"월~금 : 11:00 ~ 22:00 토,일 : 15:30 ~ 21:00",37.48410238,127.036601,Y,N,N,Y,Y,N,N,N,N,Y,N,N
양재정육식당,역삼뱅뱅점,음식점,R,한식,R1,소고기 구이/찜,11,서울특별시,11650,서초구,서초2동,서초동,서울특별시 서초구 효령로 426,0507-1336-5804,매일 10:30 - 22:30 22:00 라스트오더,37.48888187,127.0304673,Y,Y,N,Y,Y,N,N,N,N,Y,N,N
양평서울해장국큰아들집,청계산직영점,음식점,R,한식,R1,국/탕/찌개류,11,서울특별시,11650,서초구,내곡동,신원동,서울특별시 서초구 청계산로 217,02-572-1588,매일 00:00 - 24:00,37.44630806,127.0573274,Y,N,N,Y,Y,N,N,N,N,N,N,N
어진,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,양재2동,양재동,서울특별시 서초구 강남대로18길 15-11,0507-1408-2933,월 - 금 11:00 - 22:00 15:00 - 17:00 브레이크타임 토 11:00 - 21:00 15:00 - 17:00 브레이크타임 정기휴무 (매주 일요일),37.47244879,127.0395657,Y,Y,N,Y,Y,N,N,N,N,Y,N,N
에그드랍,신논현역점,음식점,R,기타 간이,I210,토스트/샌드위치/샐러드,11,서울특별시,11650,서초구,서초4동,서초동,서울특별시 서초구 서초대로77길 62,02-535-2300,매일 07:30 - 21:00 20:50 라스트오더,37.50272196,127.0238869,Y,N,N,Y,Y,N,N,N,N,N,N,N
에그드랍,반포삼호가든점,음식점,R,패스트푸드,R7,토스트/샌드위치/샐러드,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 서초중앙로33길 8,0507-1443-0325,월 - 금 08:00 - 21:00 20:30 라스트오더 토 - 일 08:00 - 20:30 20:00 라스트오더,37.50130881,127.0110687,Y,N,N,Y,Y,N,N,N,N,N,N,N
에이머,교대,음식점,R,양식,R6,경양식,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 반포대로26길 58,0507-1365-9793,월 - 금 11:00 - 22:00 토 - 일 17:00 - 22:00,37.49111937,127.0123226,Y,N,N,Y,Y,N,N,N,N,N,N,N
역전우동0410,우면점,음식점,R,일식,I203,일식 면 요리,11,서울특별시,11650,서초구,양재1동,우면동,서울특별시 서초구 태봉로 68,02-578-0410,매일 10:30 - 21:20 20:50 라스트오더 정기휴무 (매주 토요일),37.46430374,127.0253249,Y,N,N,Y,Y,N,N,N,N,N,N,N
연남토마,,음식점,R,서양식,I203,경양식,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 신반포로 194,0507-1377-8064,매일 10:30 ~ 21:00,37.5065181,127.0068276,Y,N,N,Y,Y,N,N,N,N,N,N,N
연어로만,논현점,음식점,R,일식,I203,일식 회/초밥,11,서울특별시,11650,서초구,잠원동,잠원동,서울특별시 서초구 신반포로 337,0507-1482-0259,매주 일요일 휴무 월~토 : 11:00 ~ 21:00,37.51102781,127.0203967,Y,N,N,Y,Y,N,N,N,N,N,N,N
영동치킨,논현본,음식점,R,기타 간이,I210,치킨,11,서울특별시,11650,서초구,잠원동,잠원동,서울특별시 서초구 신반포로 329,0507-1356-9937,,37.51079497,127.0194835,N,N,N,N,N,N,N,N,N,N,N,N
영삼이네우정소갈비,강남역점,음식점,R,한식,R1,돼지고기 구이/찜,11,서울특별시,11650,서초구,서초4동,서초동,서울특별시 서초구 서초대로77길 31,0507-1387-3193,매일 11:30 - 03:00 02:20 라스트오더 ,37.50060765,127.0253621,Y,N,N,Y,Y,N,N,N,N,N,N,N
오공복이,논현역점,음식점,R,일식,I203,일식 카레/돈가스/덮밥,11,서울특별시,11650,서초구,잠원동,잠원동,서울특별시 서초구 신반포로47길 18-5,0507-1416-6616,월 - 금 11:00 - 22:00 15:00 - 17:00 브레이크타임 21:30 라스트오더 정기휴무 (매주 토. 일요일),37.51165219,127.0196307,Y,N,N,Y,Y,N,N,N,N,N,N,N
오뚜가리,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,서초4동,서초동,서울특별시 서초구 서초대로73길 54,02-534-6015,매일 09:00 - 22:00,37.5020025,127.0240546,Y,N,N,Y,Y,N,N,N,N,N,N,N
오발탄,,음식점,R,한식,R1,돼지고기 구이/찜,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 반포대로 154,02-591-6657,평일 11:30 - 21:50 주말 12:00 - 21:30,37.4935993,127.0071898,N,N,N,N,N,N,N,N,N,N,N,N
오복순대국,,음식점,R,한식,R1,국/탕/찌개류,11,서울특별시,11650,서초구,방배3동,방배동,서울특별시 서초구 효령로36길 10,0507-1317-1359,,37.4811308,126.9999602,Y,Y,N,Y,Y,N,N,N,N,N,N,N
오부찌,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,서초1동,서초동,서울특별시 서초구 서초중앙로22길 45,02-6402-7179,"평일 11:00 - 21:30 14:30 - 17:00 브레이크타임 21:00 라스트오더 주말 정기휴무 (매주 토, 일요일)",37.49352351,127.0164412,Y,N,Y,N,Y,N,N,N,N,N,N,N
오앤콩,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 서초대로38길 12,0507-1478-2294,"매주 토요일 휴무 월~목 : 10:00 ~ 21:00 금, 일 : 10:00 ~ 15:00",37.49043885,127.0053088,Y,N,N,Y,Y,N,N,N,N,N,N,N
오유니통닭,,음식점,R,기타 간이,I210,치킨,11,서울특별시,11650,서초구,방배1동,방배동,서울특별시 서초구 방배로 83-18,02-588-8316,매일 15:00 - 02:00,37.48234363,126.9963484,Y,N,N,Y,Y,N,N,N,N,N,N,N
오장동함흥냉면,파미에스테이션점,음식점,R,한식,R1,냉면/밀면,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 사평대로 205,02-595-8959,매일 11:00 - 20:30 15:00 - 17:00 브레이크타임 14:30 라스트오더,37.50443489,127.0078261,Y,N,N,Y,Y,N,N,N,N,N,N,N
온센텐동,강남점,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,서초4동,서초동,서울특별시 서초구 서초대로73길 42,02-599-2958,"매일 11:30 - 21:30 15:30 - 16:30 브레이크타임 15:00, 21:00 라스트오더 ",37.50122166,127.0244267,Y,N,N,Y,Y,N,N,N,N,N,N,N
올리브에비뉴,,음식점,R,서양식,I204,경양식,11,서울특별시,11650,서초구,방배2동,방배동,서울특별시 서초구 방배천로 11,02-3474-7777,월~금 : 11:30 ~ 21:30 토~일 : 11:30 ~ 21:00,37.47775868,126.9821651,N,N,N,Y,Y,N,N,N,N,N,N,N
와일드플라워,,음식점,R,서양식,I204,경양식,11,서울특별시,11650,서초구,방배4동,방배동,서울특별시 서초구 방배로26길 19,0507-1311-2574,매일 11:00 - 22:00 15:00 - 18:00 브레이크타임 20:30 라스트오더,37.48941402,126.9938905,Y,N,N,Y,Y,N,N,N,N,N,N,N
완도횟집,,음식점,R,한식,R1,횟집,11,서울특별시,11650,서초구,서초3동,방배동,서울특별시 서초구 효령로 182-7,02-587-6508,매일 11:00 - 22:00 15:00 - 17:00 브레이크타임 일 정기휴무 (매주 일요일),37.48230219,127.0042299,Y,N,N,Y,Y,N,N,N,N,N,N,N
완산골명가남부,,음식점,R,한식,R1,국/탕/찌개류,11,서울특별시,11650,서초구,서초1동,서초동,서울특별시 서초구 효령로68길 59,0507-1480-0056,매주 일요일 휴무 월~금 : 10:00 ~ 21:30 토 : 11:00 ~ 20:00,37.48531429,127.0217954,Y,N,N,Y,Y,N,N,N,N,N,N,N
용호동낙지,파스텔시티사당점,음식점,R,일식/수산물,R5,해산물 구이/찜,11,서울특별시,11650,서초구,방배2동,방배동,서울특별시 서초구 방배천로 11,02-598-3335,매일 11:00 ~ 22:00,37.477645,126.9822214,N,N,N,Y,Y,N,N,N,N,N,N,N
우리황소곱창,,음식점,R,고기,R3,곱창 전골/구이,11,서울특별시,11650,서초구,방배2동,방배동,서울특별시 서초구 방배천로2길 41,02-586-8683,매일 15:00 ~ 23:00,37.4768148,126.9851729,Y,N,N,Y,Y,N,N,N,N,N,N,N
우면당,,음식점,R,한식,R1,국수/칼국수,11,서울특별시,11650,서초구,양재2동,양재동,서울특별시 서초구 매헌로 25,02-572-2922,"매일 11:30 - 22:00 14:30 - 17:00 브레이크타임 20:30 라스트오더 일 정기휴무 (매달 2, 4번째 일요일)",37.46331137,127.0350592,N,Y,N,Y,Y,N,N,N,Y,N,N,N
우면산,,음식점,R,한식,R1,돼지고기 구이/찜,11,서울특별시,11650,서초구,방배3동,방배동,서울특별시 서초구 효령로2길 5,0507-1381-8883,,37.47649484,126.9867374,Y,Y,N,Y,Y,N,N,N,N,N,N,N
우밀가,교대점,음식점,R,한식,R1,국수/칼국수,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 법원로2길 15,02-596-3770,매일 11:00 ~ 22:00,37.49416545,127.0123843,Y,N,N,Y,Y,N,N,N,N,Y,N,N
원조부안집,방배점,음식점,R,고기,R3,돼지고기 구이/찜,11,서울특별시,11650,서초구,방배1동,방배동,서울특별시 서초구 효령로31길 80,0507-1325-3847,월~금 : 16:00 ~ 23:00 토~일 : 12:00 ~ 22:00,37.48454757,126.9948603,Y,N,N,Y,Y,N,N,N,N,N,N,N
원조함경도순대,,음식점,R,한식,R1,국/탕/찌개류,11,서울특별시,11650,서초구,양재2동,양재동,서울특별시 서초구 마방로2길 49,0507-1368-8547,월 - 토 09:00 - 23:00 정기휴무 (매주 일요일),37.47146536,127.0394087,Y,Y,N,Y,Y,N,N,N,N,N,N,N
월화당,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 사평대로22길 9,02-537-9257,매일 10:30 ~ 22:00,37.49918742,126.9977742,Y,N,N,Y,Y,N,N,N,N,Y,N,N
웨인스베이글스,강남역점,음식점,R,기타 간이,I210,빵/도넛,11,서울특별시,11650,서초구,서초2동,서초동,서울특별시 서초구 효령로77길 34,070-4128-6504,월 - 금 08:30 - 20:00 토 - 일 09:00 - 20:00,37.4920671,127.0288204,Y,N,N,Y,Y,N,N,N,N,N,N,N
유나기,,음식점,R,일식,I203,일식 회/초밥,11,서울특별시,11650,서초구,반포1동,반포동,서울특별시 서초구 신반포로 332,02-514-3579,11:10 - 22:00 15:00 - 17:00 브레이크타임 20:45 라스트오더 정기휴무 (매주 월요일),37.51041225,127.0200541,Y,Y,N,Y,Y,N,N,N,N,N,N,N
육갑식당,잠원직영점,음식점,R,고기,R3,돼지고기 구이/찜,11,서울특별시,11650,서초구,반포3동,잠원동,서울특별시 서초구 잠원로 46-3,0507-1352-9297,월~금 : 15:00 ~ 24:00 토 : 12:00 ~ 24:00 일 : 12:00 ~ 22:00,37.50889305,127.0086047,Y,N,N,Y,Y,N,N,N,N,N,N,N
육곱식당,서초점,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,서초3동,서초동,서울특별시 서초구 반포대로12길 37,0507-1480-3112,매일 09:00 - 08:00 15:00 - 16:30 브레이크타임 07:00 라스트오더,37.48538774,127.0132914,Y,N,N,Y,Y,N,N,N,N,N,N,N
윤초밥,이수역점,음식점,R,일식,I203,일식 회/초밥,11,서울특별시,11650,서초구,방배4동,방배동,서울특별시 서초구 서초대로 13,02-2039-6634,매일 11:00 - 21:00 15:00 - 16:00 브레이크타임 20:30 라스트오더,37.48594036,126.9838007,Y,N,N,Y,Y,N,N,N,N,N,N,N
의정부평양면옥,신사점,음식점,R,한식,R1,냉면/밀면,11,서울특별시,11650,서초구,잠원동,잠원동,서울특별시 서초구 강남대로93길 28,0507-1398-6947,매주 일요일 휴무 월~금 : 11:00 ~ 21:00 토 : 11:00 ~ 20:40,37.51293483,127.0189239,Y,N,N,Y,Y,N,N,N,Y,Y,N,N
이가네양꼬치,양재2호직영점,음식점,R,중식,R8,중국집,11,서울특별시,11650,서초구,양재2동,양재동,서울특별시 서초구 마방로2길 68,0507-1383-7891,매일 12:00 - 23:30 23:00 라스트오더 ,37.47057212,127.0392619,Y,Y,N,Y,Y,N,N,N,N,N,N,N
이가네양꼬치양재,,음식점,R,고기,R3,양고,11,서울특별시,11650,서초구,양재2동,양재동,서울특별시 서초구 강남대로6길 20,0507-1483-2888,매주 일요일 휴무 월~토 : 12:00 ~ 23:30,37.46692932,127.0422816,Y,N,N,Y,Y,N,N,N,N,N,N,N
이도곰탕,센트럴시티 직영점,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,반포4동,반포동,서울특별시 서초구 신반포로 176,02-6282-0524,매일 09:00 ~ 21:00,37.50388454,127.0024683,Y,N,N,Y,Y,N,N,N,N,N,N,N
이삭토스트,,음식점,R,기타 간이,I210,토스트/샌드위치/샐러드,11,서울특별시,11650,서초구,반포1동,반포동,서울특별시 서초구 사평대로55길 82-14,02-512-0522,평일 08:00 - 19:30 14:00 - 15:00 브레이크타임 19:00 라스트오더 토 08:00 - 14:00 13:30 라스트오더 일 정기휴무 (매주 일요일),37.50782237,127.021762,Y,Y,N,Y,Y,N,N,N,N,N,N,N
이수면가,,음식점,R,한식,R1,국수/칼국수,11,서울특별시,11650,서초구,방배4동,방배동,서울특별시 서초구 서초대로 3-4,02-3477-1777,매주 일요일 휴무 월~토 : 11:30 ~ 22:00,37.48597804,126.9830695,Y,N,N,Y,Y,N,N,N,N,N,N,N
이수명가부대찌개,,음식점,R,한식,R1,백반/한정식,11,서울특별시,11650,서초구,방배1동,방배동,서울특별시 서초구 서초대로 90,0507-1433-5066,"매주 토요일 휴무 월,화,수,목,금,일 : 10:00 ~ 22:00",37.48698559,126.9922948,Y,N,N,Y,Y,N,N,N,N,N,N,N
이수왕갈비,,음식점,R,고기,R3,돼지고기 구이/찜,11,서울특별시,11650,서초구,방배2동,방배동,서울특별시 서초구 서초대로2길 8,02-3474-3599,,37.48515002,126.9841782,Y,N,N,Y,Y,N,N,N,N,N,N,N
